netsuite_internal_id,netsuite_id,name,sales_rep_name,missing_email,missing_address,internal_nsa_email,email_raw,phone,address_raw,city,state,zip,parent_name,reasons
5330,5464,Elevated Running Camp,Kelly Bean,yes,,yes,kelly@nationalsportsapparel.com,,"Jessica
Elevated Running Camp
32 Via Contenta
Angel Fire NM 87710
United States",Angel Fire,NM,87710,,no customer email; had NSA-internal email (kelly@nationalsportsapparel.com)
4807,5023,Elio Bello,Mike Mercuriali,,yes,,bello.elio@yahoo.com,,,,,,,missing structured address
4200,1185,Elite Beach Volleyball Club,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
3591,269,Encompass Academy Basketball,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"Encompass Academy Basketball 
1300 Foster Dr
Reno NV 89509
United States",Reno,NV,89509,,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3701,343,Encore Elite Cheer,Chase Koissian,yes,,,,,"Kellie Rios
Encore Elite Cheer
251 E Imperial Hwy Unit 450
Fullerton CA 92835
United States",Fullerton,CA,92835,,no customer email
4474,1409,Eric Borba,Chase Koissian,,yes,,coach.borba@gmail.com,,"Eric Borba
Orange CA 
United States",Orange,CA,,,missing structured address
4651,1556,Erik Nagashima,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
4257,1228,Eshaya Murphy,Andrea,yes,,,,,"Eshaya Murphy
123 S Figueroa Blvd
Apt 1508 
Los Angeles CA 90012
United States",Los Angeles,CA,90012,,no customer email
5002,5178,Esperanza Soccer,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Esperanza HS Soccer
1830 Kellogg Dr
Anaheim CA 92807
United States",Anaheim,CA,92807,Esperanza High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4299,1256,Estancia HS Softball,Jered Hunt,yes,,,,,"Dale Lopes
Estancia HS Softball
2323 Placentia Ave
Costa Mesa CA 92627
United States",Costa Mesa,CA,92627,,no customer email
3855,504,Fairfield Water Polo,SBS,yes,,,,,"Fairfield Water Polo
Central District Office
2490 Hilborn Rd
Fairfield CA 94534
United States",Fairfield,CA,94534,Fairfield High School,no customer email
5200,5351,Fairfield High School Girls Soccer,Mike Mercuriali,yes,,,,,"Fairfield High School Girls Soccer
205 E Atlantic Ave
Fairfield  CA 94533
United States",Fairfield,CA,94533,Fairfield High School,no customer email
3727,365,Fairmont Prep Academy,John Morris,yes,,yes,steve@nationalsportsapparel.com,,"Fairmont Prep Academy Athletics
2200 W Sequoia Ave
Anaheim CA 92801
United States",Anaheim,CA,92801,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3631,292,Fairmont Prep Academy Golf,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Fairmont Prep Academy Golf
2200 W Sequoia Ave
Anaheim CA 92801
United States",Anaheim,CA,92801,Fairmont Prep Academy,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3614,281,Fairmont Prep Tennis,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Fairmont Prep Tennis
2200 W Sequoia Ave
Anaheim CA 92801
United States",Anaheim,CA,92801,Fairmont Prep Academy,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4121,1115,FC Arizona Casa Grande FC,Mike Mercuriali,,yes,,melissa.helmkamp@fcarizona.com,,,,,,,missing structured address
4334,1287,FC Arizona Ladies Online,Mike Mercuriali,,yes,,melissa.helmkamp@fcarizona.com,,,,,,,missing structured address
4120,1114,FC Arizona Online,Mike Mercuriali,,yes,,melissa.helmkamp@fcarizona.com,,,,,,,missing structured address
4480,1415,FC Arizona/Maricopa Online,Mike Mercuriali,,yes,,melissa.helmkamp@fcarizona.com,,,,,,,missing structured address
3982,1000,FC Golden State,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
3952,574,Fidencio Orozco,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
4953,5135,Filthy Rich 7v7,Jered Hunt,,yes,,taj.young77@gmail.com,,"Taj Young
Filthy Rich 7v7
United States",,,,,missing structured address
3891,528,Foothill High School,Shawn McHugh,yes,,yes,shawn@nationalsportsapparel.com,,"Foothill High School Baseball
4375 Foothill Rd
Pleasanton CA 94588
United States",Pleasanton,CA,94588,,no customer email; had NSA-internal email (shawn@nationalsportsapparel.com); rep=Shawn McHugh (pending reassignment)
4280,1243,Francis Parker School,Mike Mercuriali,yes,,,,,"Francis Parker School
6501 Linda Vista Rd
San Diego CA 92111
United States",San Diego,CA,92111,,no customer email
3708,350,Fresno Pacific Athletic Department,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Fresno Pacific Athletics
Jim Jeltma
1717 S Chestnut Ave.
Fresno CA 93702
United States",Fresno,CA,93702,Fresno Pacific University,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3904,536,Fresno Pacific E-Sports Program,Juliet Leon,yes,,yes,juliet@nationalsportsapparel.com,(559) 453-2000,"Fresno Pacific E-Sports Program
Fresno Pacific E-Sports Program
1717 S Chestnut Ave
Fresno CA 93702
United States",Fresno,CA,93702,Fresno Pacific University,no customer email; had NSA-internal email (juliet@nationalsportsapparel.com)
4332,1286,Fresno Pacific Enrollment Department,Steve Peterson,yes,,,,(559) 453-2000,"Fresno Pacific Enrollment Department
1717 S Chestnut Ave
Fresno CA 93702
United States",Fresno,CA,93702,Fresno Pacific University,no customer email
4982,5160,Fresno Pacific Men's Soccer,Steve Peterson,yes,,,,,"Fresno Pacific Men's Soccer
1717 S Chestnut Ave.
Fresno CA 93702
United States",Fresno,CA,93702,Fresno Pacific University,no customer email
4130,1124,Fresno Pacific Sports Performance,Juliet Leon,yes,,yes,juliet@nationalsportsapparel.com,,"Fresno Pacific Sports Performance
Fresno Pacific Sports Performance
1717 S Chestnut Ave.
Fresno CA 93702
United States",Fresno,CA,93702,Fresno Pacific University,no customer email; had NSA-internal email (juliet@nationalsportsapparel.com)
3633,293,Friends of the Pack,Steve Peterson,yes,yes,yes,steve@nationalsportsapparel.com,,"Friends of the Pack
United States",,,,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
3760,386,Frontier Athletics,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Frontier High School Athletics
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3685,330,Frontier High School Athletics,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Attn: Mike Gilbson
Frontier High School
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3861,509,Frontier High School Baseball,Kevin McCormack,yes,,yes,steve@nationalsportsapparel.com,,"Frontier High School Baseball
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3707,349,Frontier High School Basketball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Frontier High School Basketball
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3686,331,Frontier High School Football,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Frontier High School Football
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4271,1238,Frontier High School Golf,Kevin McCormack,yes,,,,,"Frontier High School Golf
GOLF
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email
4143,1136,Frontier High School Softball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Frontier High School Softball
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3740,373,Frontier High School Tennis,Kevin McCormack,yes,,yes,steve@nationalsportsapparel.com,,"Frontier High School Tennis
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3771,Wrestling,Frontier High School Wrestling,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Attn: Bryan Battisto
Frontier High School Wrestling
579 E Naranjo Blvd
Woodlake  CA 93286
United States",Woodlake,CA,93286,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4413,1357,Frontier Titans Athletic Boosters,Andrea,yes,,,,,"Frontier Titans Athletic Boosters
579 E. Naranjo Blvd
Woodlake CA 93286
United States",Woodlake,CA,93286,,no customer email
3712,352,Frontier Track & Field,Kevin McCormack,yes,,yes,steve@nationalsportsapparel.com,,"Frontier Track & Field
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3848,497,Frontier Volleyball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Frontier Volleyball
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3812,418,Frontier Water Polo,Kevin McCormack,yes,,yes,steve@nationalsportsapparel.com,,"Frontier High School Water Polo
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,Frontier High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3738,371,Titan Athletic Booster Support,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Titan Athletic Booster Support
Attn: Mike Gibson
6401 Allen Rd
Bakersfield CA 93314
United States",Bakersfield,CA,93314,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4372,1320,Fullerton High School,Jered Hunt,yes,,,,,"Fullerton HS Flag FB 
201 E Chapman Ave
Fullerton CA 92832
United States",Fullerton,CA,92832,,no customer email
3422,152,FVEA,Jered Hunt,,yes,,marleyk@fvsd.us,,,,,,,missing structured address
5194,5346,Galt HS Baseball,Jered Hunt,yes,,,,,"Ryan Tassell
Galt HS Baseball
145 N Lincoln Way
Galt CA 95632
United States",Galt,CA,95632,Galt High School,no customer email
5077,5240,Gameday Performance,Steve Peterson,,yes,,josha@gamedayperformanceai.com,,"Gameday Performance
Carlsbad  CA
United States",Carlsbad,,CA,,missing structured address
4102,1097,Gardena HS Girl's Basketball,Jered Hunt,yes,,,,,"Gardena HS Girl's Basketball
1301 W 182nd St 
Gardena CA 90248
United States",Gardena,CA,90248,Gardena High School,no customer email
3778,397,Gardena HS Girls Volleyball,Jered Hunt,yes,,,,,"Gardena HS Girls Volleyball
1301 W 182nd St 
Gardena  CA 90248
United States",Gardena,CA,90248,Gardena High School,no customer email
4720,1619,Garrett Bartolotta,Mike Mercuriali,,yes,,Gbartolotta@gmail.com,,,,,,,missing structured address
4593,1506,Generations Church,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Generations Church 
1106 Whaley St
Oceanside CA 92054
United States",Oceanside,CA,92054,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4423,1366,Gilroy High School Basketball,Jered Hunt,yes,,,,,"Joe Te
Gilroy High School Basketball
750 W 10th St
Gilroy  CA 95020
United States",Gilroy,CA,95020,,no customer email
4178,1166,Giovanni Medina,Mike Mercuriali,,yes,,GMO8108@hotmail.com,,"Giovanni Medina
United States",,,,,missing structured address
4165,1153,Glendale HS Football,Jered Hunt,yes,,,,,"Glendale HS Football
1440 E Broadway 
Glendale CA 91205
United States",Glendale,CA,91205,Glendale High School,no customer email
4325,1280,Golden Eagles FC,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Golden Eagles FC
1536 Clavelita Place
San Diego CA 92154
United States",San Diego,CA,92154,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4476,1411,Golden Empire Youth Football Trojans,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Golden Empire Youth Football Trojans
4308 Resnik Ct Suite 208 
Bakersfield CA 93313
United States",Bakersfield,CA,93313,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3810,417,Golden West Cross Country,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Golden West Cross Country
1717 N McAuliff St
Visalia CA 93292
United States",Visalia,CA,93292,Golden West High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4099,1095,Golden West High School Softball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Golden West High School
1717 N McAuliff St
Visalia CA 93292
United States",Visalia,CA,93292,Golden West High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4191,1176,Grand Terrace HS Football,Jered Hunt,yes,,,,,"Grand Terrace HS Football 
21810 Main St
Grand Terrace  CA 92313
United States",Grand Terrace,CA,92313,,no customer email
4144,1137,Granite Hills High School Girls Water Polo,Mike Mercuriali,,yes,,laurissalane@gmail.com,,,,,,,missing structured address
4668,1571,Granite Ridge Cross Country,Steve Peterson,yes,,yes,kelly@nationalsportsapparel.com,,"Granite Ridge Cross Country
2770 E International Ave
Fresno CA 93730
United States",Fresno,CA,93730,Granite Ridge High School,no customer email; had NSA-internal email (kelly@nationalsportsapparel.com)
5182,5335,Granite Ridge Intermiediate Athletics,Kelly Bean,yes,,,,,"Granite Ridge Intermiediate Athletics
2770 E International Ave
Fresno CA 93730
United States",Fresno,CA,93730,Granite Ridge High School,no customer email
5183,5336,Granite Ridge Track & Field,Kelly Bean,yes,,,,,"Granite Ridge Intermiediate Athletics
2770 E International Ave
Fresno CA 93730
United States",Fresno,CA,93730,Granite Ridge High School,no customer email
3905,537,Grind Baseball,Chase Koissian,,yes,,grindbaseballsd@gmail.com,,"Wesley Aguilar
Grind Baseball 
United States",,,,,missing structured address
4851,5063,Grossmont High School Basketball,Mike Mercuriali,,yes,,dynamictraining619@gmail.com,,,,,,,missing structured address
4002,1019,Grossmont High School Boys Soccer,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Grossmont High School Boys Soccer
1100 Murray Dr
La Mesa CA 91944
United States",La Mesa,CA,91944,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4434,1376,Grossmont HS Flag Football,Jered Hunt,yes,,,,,"Tony Lawrence
Grossmont HS Flag Football
1100 Murray Dr
El Cajon CA 92020
United States",El Cajon,CA,92020,,no customer email
3783,401,Guy Haberman,Steve Peterson,yes,yes,yes,steve@nationalsportsapparel.com,,,,,,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
4478,1413,Harvard Westlake Girls Volleyball,Jered Hunt,yes,,,,,"Harvard Westlake Girls Volleyball
3700 Coldwater Canyon Ave
Studio City CA 91604
United States",Studio City,CA,91604,,no customer email
3749,379,Havasu City Little League,Jered Hunt,yes,yes,,,,"Havasu City Little League
United States",,,,,no customer email; missing structured address
4380,1327,Helix High School Football,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Helix High School Football
7323 University Avenue
La Mesa CA 91941
United States",La Mesa,CA,91941,Helix High School,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4516,1440,Helix High School Girls Volleyball,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Helix High School Girls Volleyball
7323 University Avenue
La Mesa CA 91941
United States",La Mesa,CA,91941,Helix High School,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4750,1645,Helix High School Boys Basketball,Mike Mercuriali,,yes,,cavazos@helixcharter.net,,,,,,Helix High School,missing structured address
5340,5471,Helix High School Girls Lacrosse,Mike Mercuriali,,yes,,rader@helixcharter.net,,"Helix High School Girls LAX
United States",,,,Helix High School,missing structured address
4932,5120,Helix High School Softball,Mike Mercuriali,,yes,,sturdivant@helixcharter.net,,,,,,Helix High School,missing structured address
4672,1575,Helix High School Water Polo,Mike Mercuriali,yes,,,,,"Helix High School Water Polo
7323 University Ave
La Mesa CA 91942
United States",La Mesa,CA,91942,Helix High School,no customer email
4098,1094,High Tech High Baseball,Steve Peterson,yes,,,,,"High Tech High Baseball
2861 Womble Road,
San Diego CA 92106
United States",San Diego,CA,92106,,no customer email
4979,5157,High Tech High School -Chula Vista,Mike Mercuriali,,yes,,oscr619@gmail.com,,,,,,,missing structured address
4714,1614,Highlanders,Mike Mercuriali,yes,yes,,,,,,,,,no customer email; missing structured address
3513,215,HiPo,Steve Peterson,,yes,,psmcmullen1@yahoo.com,,,,,,,missing structured address
3888,526,Holy Cross Junior High School,Juliet Leon,yes,,yes,juliet@nationalsportsapparel.com,(559) 268-9251,"San Joaquin Mermorial High School Athletic's
1406 N Fresno St
Fresno CA 93703
United States",Fresno,CA,93703,,no customer email; had NSA-internal email (juliet@nationalsportsapparel.com)
4410,1354,Hoopsphere Basketball,Jered Hunt,,yes,,training@hoopsphere.com,,"Hoopsphere Basketball
United States",,,,,missing structured address
4808,5024,Hug High School Women Soccer,Mike Mercuriali,,yes,,Matthew.Treadway@WashoeSchools.net,,,,,,Hug High School,missing structured address
4307,1264,Hughson High School Football,Jered Hunt,yes,,,,,"Hughson High School Football
7419 E Whitmore Ave
Hughson CA 95326
United States",Hughson,CA,95326,,no customer email
5110,5267,Hunter Mecum,Sharon Day-Monroe,yes,,,,,"Hunter Mecum
2011 W Sentiero Ave
Apache Junction AZ 85120
United States",Apache Junction,AZ,85120,,no customer email
3983,1001,IBPROFUN Running Club,Kevin McCormack,yes,yes,yes,kevin@nationalsportsapparel.com,,"Ibprofun
United States",,,,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com); missing structured address
3597,273,Incline Baseball,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"Incline Athletics
Attn: Baseball
499 Village Blvd
Incline Village NV 89451
United States",Incline Village,NV,89451,Incline High School,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
4647,1552,Incline Booster Club,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"Incline Booster Club
499 Village Blvd
Incline Village NV 89451
United States",Incline Village,NV,89451,Incline High School,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3667,317,Incline Sofbtall,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"Incline High School Athletics
Attn: Softball
499 Village Blvd
Incline Village NV 89451
United States",Incline Village,NV,89451,Incline High School,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3594,272,Incline Swim,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"Incline Swim
Attn: Tim Kelly
499 Village Blvd
Incline Village NV 89451
United States",Incline Village,NV,89451,Incline High School,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3757,384,Independence High School,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Independence High School
8001 Old River Rd
Bakersfield CA 93311
United States",Bakersfield,CA,93311,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3827,431,Independence HS Girls Golf,Jered Hunt,yes,,,,,"Independence HS Girls Golf
8001 Old River Rd
Bakersfield CA 93311
United States",Bakersfield,CA,93311,Independence High School,no customer email
3383,132,Independence HS Girls Soccer,Jered Hunt,yes,,,,,"Jesse Mitchell
Independence HS Girls Soccer
8001 Old River Road
Bakersfield CA 93311
United States",Bakersfield,CA,93311,Independence High School,no customer email
4877,5082,Independence Softball,Kevin McCormack,yes,,,,,"Independence HS Softball
8001 Old River Rd
Bakersfield CA 93311
United States",Bakersfield,CA,93311,Independence High School,no customer email
3840,491,Independence Tennis,Kevin McCormack,yes,,,,,"Independence Tennis
8001 Old River Rd
Bakersfield CA 93311
United States",Bakersfield,CA,93311,Independence High School,no customer email
3588,266,Independence Track & Field,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Sean Starr
Independence Track & Field
8001 Old River Road
BAKERSFIELD CA 93311
United States",BAKERSFIELD,CA,93311,Independence High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3557,246,Independence Wrestling,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"James Carrilo
Independence Wrestling
8001 Old River Road
BAKERSFIELD CA 93311
United States",BAKERSFIELD,CA,93311,Independence High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3683,328,Invasion Soccer,Tim Kelly,yes,yes,yes,steve@nationalsportsapparel.com,,,,,,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
4730,1629,Irvington High School,Kelly Bean,yes,,,,,"Irvington High School
41800 Blacow Rd
Fremont CA 94538
United States",Fremont,CA,94538,,no customer email
5045,5215,Irvington Soccer,Kelly Bean,yes,,,,,"Soccer
Irvington High School
41800 Blacow Rd
Fremont CA 94538
United States",Fremont,CA,94538,Irvington High School,no customer email
5233,5379,Irvington Track & Field,Kelly Bean,yes,,,,,"John Varghese
Irvington Track & Field
44210 Arapaho Ave
Fremont CA 94539
United States",Fremont,CA,94539,Irvington High School,no customer email
4731,1630,Irvington Water Polo,Kelly Bean,yes,,yes,kelly@nationalsportsapparel.com,,"Irvington Water Polo
41800 Blacow Rd
Fremont CA 94538
United States",Fremont,CA,94538,Irvington High School,no customer email; had NSA-internal email (kelly@nationalsportsapparel.com)
4769,1663,Jason Renfro,Mike Mercuriali,,yes,,jrenfro.phwomensoccer@yahoo.com,,,,,,,missing structured address
3341,107,Jered Personal,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
4354,1306,Jeremy Watson,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Jeremy Watson
3036 Olive St
San Diego CA 92104
United States",San Diego,CA,92104,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4805,1692,Jesus Acevedo,Mike Mercuriali,,yes,,jesusa@cox.net,,,,,,,missing structured address
3662,315,Joe Franco,Jered Hunt,,yes,,jwf0126@gmail.com,,,,,,,missing structured address
3901,534,Joey Vara,Jered Hunt,yes,,,,,"Joey Vara
4010 E Lancaster Blvd
Lancaster CA 93533
United States",Lancaster,CA,93533,,no customer email
3520,219,John F. Kennedy High School,John Miller,yes,,yes,john@nationalsportsapparel.com,,"John F. Kennedy High School
6715 Gloria Dr
Sacramento CA 95831
United States",Sacramento,CA,95831,,no customer email; had NSA-internal email (john@nationalsportsapparel.com)
3521,220,John F. Kennedy Football,John Miller,yes,,yes,john@nationalsportsapparel.com,,"John F. Kennedy Athletics
Attn: Football
6715 Gloria Dr
Sacramento CA 95831
United States",Sacramento,CA,95831,John F. Kennedy High School,no customer email; had NSA-internal email (john@nationalsportsapparel.com)
4270,1237,John Glenn HS Track,Jered Hunt,yes,,,,,"John Glenn HS Track
13520 Shoemaker Ave
Norwalk CA 90650
United States",Norwalk,CA,90650,,no customer email
5256,5400,John Muir HS Football,Jered Hunt,yes,,,,,"John Muir HS Football
1905 Lincoln Ave
Pasadena CA 91103
United States",Pasadena,CA,91103,,no customer email
3619,284,Josh Rodriguez,Jered Hunt,,yes,,97josue.rodriguez@gmail.com,,,,,,,missing structured address
3913,541,JP Turgeon and Sons Inc,Chase Koissian,,yes,,joseph.turgeon@cui.edu,,"Joe Turgeon
JP Turgeon and Sons Inc
United States",,,,,missing structured address
3926,552,JRM Construction Management,Jered Hunt,yes,yes,,,,"Michael Lucas
JRM Construction Management
Bronx NY 10474
United States",Bronx,NY,10474,,no customer email; missing structured address
4209,1192,JSK Basketball,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
3870,516,Kastner Intermediate School,Juliet Leon,yes,,,,,"Kastner Intermediate School
7676 N. First St
Fresno CA 93720
United States",Fresno,CA,93720,,no customer email
3599,274,Kennedy HS Badminton,Jered Hunt,yes,,,,,"Kennedy HS Badminton
39999 Blacow Rd
Fremont  CA 94538
United States",Fremont,CA,94538,,no customer email
5115,5272,Kern County Kits,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Kern County Kits
14902 Redwood Pass dr
Bakersfield CA 93314
United States",Bakersfield,CA,93314,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4336,1289,KERN HIGH SCHOOL DISTRICT,Kevin McCormack,yes,,,,,"KERN HIGH SCHOOL DISTRICT
5801 SUNDALE AVENUE
Bakersfield CA 93309
United States",Bakersfield,CA,93309,,no customer email
3532,228,Kimball HS Football,Jabari Carr,yes,,yes,steve@nationalsportsapparel.com,,"Kimball HS Football
3200 Jaguar Run
Tracy CA 95377
United States",Tracy,CA,95377,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4749,1644,Kingman Soccer Club,Mike Mercuriali,yes,yes,,,,,,,,,no customer email; missing structured address
4768,1662,Kings Canyon Unified School Dist,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Kings Canyon Unified School Dist
1502 I Street
Reedley CA 93654
United States",Reedley,CA,93654,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4416,1360,Knowles Precision Devices,Jered Hunt,,yes,,Veronica.Zesati@knowles.com,,"Veronica Zesati
Knowles Precision Devices
United States",,,,,missing structured address
4428,1370,Krossover Elite Basketball,Jered Hunt,yes,yes,,,,"Aiyana Barnes
Krossover Elite Basketball
United States",,,,,no customer email; missing structured address
4977,5155,Kubasaki High School,Mike Mercuriali,,yes,,Chere.Smith@DODEA.EDU,,"Chere D. Smith
Kubasaki High School
United States",,,,,missing structured address
3814,420,La Quinta HS Track,Jered Hunt,yes,,,,,"La Quinta HS Track 
10372 W McFadden Ave
Westminster  CA 92683
United States",Westminster,CA,92683,,no customer email
4051,1054,Laguna Beach HS Girls Soccer,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Max Woodruff
Laguna Beach HS Girls Soccer
3 Solana
Irvine CA 92621
United States",Irvine,CA,92621,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4402,1348,Lake Tahoe School Cross Country,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"Lake Tahoe School Athletics
Attn: Cross Country
995 Tahoe Boulevard
Incline Village NV 89451
United States",Incline Village,NV,89451,Lake Tahoe School High School,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3867,513,LAPD Womens Runners,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
3694,338,Las Vegas 49ers,Jered Hunt,,yes,,lasvegas49ers@yahoo.com,,"Allison Barry
The Police Ath League of So. Nevada
United States",,,,Las Vegas High School,missing structured address
3723,361,Las Vegas High School,Jered Hunt,yes,,,,,"Christpher Brody
Las Vegas High School 
6500 E Sahara Ave
Las Vegas NV 89142
United States",Las Vegas,NV,89142,,no customer email
4611,1520,Leal Elementary School,Kelly Bean,yes,,,,,"Leal Elementary School
12920 Droxford St. 
Cerritos CA 90703
United States",Cerritos,CA,90703,,no customer email
3849,498,Legacy Baseball Group,Chase Koissian,,yes,,Brett.Kay@jserra.org,,"Brett Kay
Legacy Baseball Group
CA 
United States",,CA,,,missing structured address
5282,5421,Lemoore Youth Soccer League,Mike Mercuriali,yes,yes,,,,,,,,,no customer email; missing structured address
5245,5390,Leota Basktball,Kelly Bean,yes,,,,,"Kristina Young
Leota Middle School
19301 168th AVE NE
Woodinville WA 98072
United States",Woodinville,WA,98072,Leota Middle School,no customer email
4403,1349,Lexy Plambeck,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Lexy Plambeck 
682 Pretoria Rd
Carnelian Bay CA 96140
United States",Carnelian Bay,CA,96140,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4167,1155,Libertas College Prep,Jered Hunt,yes,,,,,"Libertas College Prep
5101 S Western Ave
Los Angeles CA 90062
United States",Los Angeles,CA,90062,,no customer email
