sku,name,brand,color,category,retail_price,nsa_cost,available_sizes,vendor_name
IJ7674-016,Adidas Tiro 24 Training Jersey - Collegiate Burgundy,Adidas,Collegiate Burgundy,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-022,Adidas Tiro 24 Training Jersey - Legend Ink,Adidas,Legend Ink,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-026,Adidas Tiro 24 Training Jersey - Medium Grey Heather,Adidas,Medium Grey Heather,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-029,Adidas Tiro 24 Training Jersey - Navy/White,Adidas,Navy/White,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-020,Adidas Tiro 24 Training Jersey - Night Grey,Adidas,Night Grey,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-010,Adidas Tiro 24 Training Jersey - Onix/Grey,Adidas,Onix/Grey,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-032,Adidas Tiro 24 Training Jersey - Red/White,Adidas,Red/White,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-006,Adidas Tiro 24 Training Jersey - Team Dark Green,Adidas,Team Dark Green,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-017,Adidas Tiro 24 Training Jersey - Team Forest Green,Adidas,Team Forest Green,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-013,Adidas Tiro 24 Training Jersey - Team Gold,Adidas,Team Gold,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-019,Adidas Tiro 24 Training Jersey - Team Kelly Green,Adidas,Team Kelly Green,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-008,Adidas Tiro 24 Training Jersey - Team Power Red,Adidas,Team Power Red,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-004,Adidas Tiro 24 Training Jersey - Team Royal Blue,Adidas,Team Royal Blue,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
IJ7674-018,Adidas Tiro 24 Training Jersey - Team Shock Pink,Adidas,Team Shock Pink,Jerseys,45.00,22.50,"XS,S,M,L,XL,2XL,3XL",Adidas
A267-001,Adidas 3-Stripes Full Zip Jacket - Black,Adidas,Black,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-028,Adidas 3-Stripes Full Zip Jacket - Black/White,Adidas,Black/White,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-024,Adidas 3-Stripes Full Zip Jacket - Bold Blue,Adidas,Bold Blue,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-021,Adidas 3-Stripes Full Zip Jacket - Carbon,Adidas,Carbon,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-016,Adidas 3-Stripes Full Zip Jacket - Collegiate Burgundy,Adidas,Collegiate Burgundy,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-025,Adidas 3-Stripes Full Zip Jacket - Dark Green,Adidas,Dark Green,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-015,Adidas 3-Stripes Full Zip Jacket - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-033,Adidas 3-Stripes Full Zip Jacket - Green/White,Adidas,Green/White,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-027,Adidas 3-Stripes Full Zip Jacket - Grey Five,Adidas,Grey Five,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-022,Adidas 3-Stripes Full Zip Jacket - Legend Ink,Adidas,Legend Ink,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-026,Adidas 3-Stripes Full Zip Jacket - Medium Grey Heather,Adidas,Medium Grey Heather,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-003,Adidas 3-Stripes Full Zip Jacket - Navy,Adidas,Navy,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-029,Adidas 3-Stripes Full Zip Jacket - Navy/White,Adidas,Navy/White,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-020,Adidas 3-Stripes Full Zip Jacket - Night Grey,Adidas,Night Grey,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-010,Adidas 3-Stripes Full Zip Jacket - Onix/Grey,Adidas,Onix/Grey,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-031,Adidas 3-Stripes Full Zip Jacket - Royal/White,Adidas,Royal/White,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-023,Adidas 3-Stripes Full Zip Jacket - Scarlet,Adidas,Scarlet,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-014,Adidas 3-Stripes Full Zip Jacket - Team Collegiate Navy,Adidas,Team Collegiate Navy,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-005,Adidas 3-Stripes Full Zip Jacket - Team Collegiate Red,Adidas,Team Collegiate Red,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-017,Adidas 3-Stripes Full Zip Jacket - Team Forest Green,Adidas,Team Forest Green,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-013,Adidas 3-Stripes Full Zip Jacket - Team Gold,Adidas,Team Gold,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-019,Adidas 3-Stripes Full Zip Jacket - Team Kelly Green,Adidas,Team Kelly Green,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-009,Adidas 3-Stripes Full Zip Jacket - Team Light Grey,Adidas,Team Light Grey,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-007,Adidas 3-Stripes Full Zip Jacket - Team Maroon,Adidas,Team Maroon,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-012,Adidas 3-Stripes Full Zip Jacket - Team Orange,Adidas,Team Orange,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-004,Adidas 3-Stripes Full Zip Jacket - Team Royal Blue,Adidas,Team Royal Blue,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-018,Adidas 3-Stripes Full Zip Jacket - Team Shock Pink,Adidas,Team Shock Pink,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-002,Adidas 3-Stripes Full Zip Jacket - White,Adidas,White,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A267-030,Adidas 3-Stripes Full Zip Jacket - White/Black,Adidas,White/Black,Outerwear,80.00,40.00,"S,M,L,XL,2XL,3XL",Adidas
A274-028,Adidas Brushed Terry Quarter Zip - Black/White,Adidas,Black/White,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-024,Adidas Brushed Terry Quarter Zip - Bold Blue,Adidas,Bold Blue,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-021,Adidas Brushed Terry Quarter Zip - Carbon,Adidas,Carbon,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-016,Adidas Brushed Terry Quarter Zip - Collegiate Burgundy,Adidas,Collegiate Burgundy,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-025,Adidas Brushed Terry Quarter Zip - Dark Green,Adidas,Dark Green,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-015,Adidas Brushed Terry Quarter Zip - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-027,Adidas Brushed Terry Quarter Zip - Grey Five,Adidas,Grey Five,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-022,Adidas Brushed Terry Quarter Zip - Legend Ink,Adidas,Legend Ink,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-026,Adidas Brushed Terry Quarter Zip - Medium Grey Heather,Adidas,Medium Grey Heather,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-003,Adidas Brushed Terry Quarter Zip - Navy,Adidas,Navy,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-020,Adidas Brushed Terry Quarter Zip - Night Grey,Adidas,Night Grey,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-010,Adidas Brushed Terry Quarter Zip - Onix/Grey,Adidas,Onix/Grey,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-031,Adidas Brushed Terry Quarter Zip - Royal/White,Adidas,Royal/White,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-023,Adidas Brushed Terry Quarter Zip - Scarlet,Adidas,Scarlet,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-014,Adidas Brushed Terry Quarter Zip - Team Collegiate Navy,Adidas,Team Collegiate Navy,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-005,Adidas Brushed Terry Quarter Zip - Team Collegiate Red,Adidas,Team Collegiate Red,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-004,Adidas Brushed Terry Quarter Zip - Team Royal Blue,Adidas,Team Royal Blue,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A274-030,Adidas Brushed Terry Quarter Zip - White/Black,Adidas,White/Black,Outerwear,68.00,34.00,"S,M,L,XL,2XL",Adidas
A268-028,Adidas Climastorm Rain Jacket - Black/White,Adidas,Black/White,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-024,Adidas Climastorm Rain Jacket - Bold Blue,Adidas,Bold Blue,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-021,Adidas Climastorm Rain Jacket - Carbon,Adidas,Carbon,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-025,Adidas Climastorm Rain Jacket - Dark Green,Adidas,Dark Green,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-027,Adidas Climastorm Rain Jacket - Grey Five,Adidas,Grey Five,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-032,Adidas Climastorm Rain Jacket - Red/White,Adidas,Red/White,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-031,Adidas Climastorm Rain Jacket - Royal/White,Adidas,Royal/White,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-023,Adidas Climastorm Rain Jacket - Scarlet,Adidas,Scarlet,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-005,Adidas Climastorm Rain Jacket - Team Collegiate Red,Adidas,Team Collegiate Red,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-006,Adidas Climastorm Rain Jacket - Team Dark Green,Adidas,Team Dark Green,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-017,Adidas Climastorm Rain Jacket - Team Forest Green,Adidas,Team Forest Green,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-013,Adidas Climastorm Rain Jacket - Team Gold,Adidas,Team Gold,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-019,Adidas Climastorm Rain Jacket - Team Kelly Green,Adidas,Team Kelly Green,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-009,Adidas Climastorm Rain Jacket - Team Light Grey,Adidas,Team Light Grey,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-012,Adidas Climastorm Rain Jacket - Team Orange,Adidas,Team Orange,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-004,Adidas Climastorm Rain Jacket - Team Royal Blue,Adidas,Team Royal Blue,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A268-002,Adidas Climastorm Rain Jacket - White,Adidas,White,Outerwear,90.00,45.00,"S,M,L,XL,2XL",Adidas
A270-001,Adidas Climawarm Plus Jacket - Black,Adidas,Black,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-024,Adidas Climawarm Plus Jacket - Bold Blue,Adidas,Bold Blue,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-021,Adidas Climawarm Plus Jacket - Carbon,Adidas,Carbon,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-025,Adidas Climawarm Plus Jacket - Dark Green,Adidas,Dark Green,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-015,Adidas Climawarm Plus Jacket - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-027,Adidas Climawarm Plus Jacket - Grey Five,Adidas,Grey Five,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-022,Adidas Climawarm Plus Jacket - Legend Ink,Adidas,Legend Ink,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-026,Adidas Climawarm Plus Jacket - Medium Grey Heather,Adidas,Medium Grey Heather,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-003,Adidas Climawarm Plus Jacket - Navy,Adidas,Navy,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-029,Adidas Climawarm Plus Jacket - Navy/White,Adidas,Navy/White,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-020,Adidas Climawarm Plus Jacket - Night Grey,Adidas,Night Grey,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-010,Adidas Climawarm Plus Jacket - Onix/Grey,Adidas,Onix/Grey,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-032,Adidas Climawarm Plus Jacket - Red/White,Adidas,Red/White,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-031,Adidas Climawarm Plus Jacket - Royal/White,Adidas,Royal/White,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-011,Adidas Climawarm Plus Jacket - Team Collegiate Purple,Adidas,Team Collegiate Purple,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-017,Adidas Climawarm Plus Jacket - Team Forest Green,Adidas,Team Forest Green,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-013,Adidas Climawarm Plus Jacket - Team Gold,Adidas,Team Gold,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-019,Adidas Climawarm Plus Jacket - Team Kelly Green,Adidas,Team Kelly Green,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-009,Adidas Climawarm Plus Jacket - Team Light Grey,Adidas,Team Light Grey,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-008,Adidas Climawarm Plus Jacket - Team Power Red,Adidas,Team Power Red,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-004,Adidas Climawarm Plus Jacket - Team Royal Blue,Adidas,Team Royal Blue,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-018,Adidas Climawarm Plus Jacket - Team Shock Pink,Adidas,Team Shock Pink,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
A270-030,Adidas Climawarm Plus Jacket - White/Black,Adidas,White/Black,Outerwear,95.00,47.50,"S,M,L,XL,2XL",Adidas
GM2279-001,Adidas Core Rain Jacket - Black,Adidas,Black,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-028,Adidas Core Rain Jacket - Black/White,Adidas,Black/White,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-016,Adidas Core Rain Jacket - Collegiate Burgundy,Adidas,Collegiate Burgundy,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-025,Adidas Core Rain Jacket - Dark Green,Adidas,Dark Green,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-015,Adidas Core Rain Jacket - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-027,Adidas Core Rain Jacket - Grey Five,Adidas,Grey Five,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-026,Adidas Core Rain Jacket - Medium Grey Heather,Adidas,Medium Grey Heather,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-029,Adidas Core Rain Jacket - Navy/White,Adidas,Navy/White,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-032,Adidas Core Rain Jacket - Red/White,Adidas,Red/White,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-031,Adidas Core Rain Jacket - Royal/White,Adidas,Royal/White,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-023,Adidas Core Rain Jacket - Scarlet,Adidas,Scarlet,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-006,Adidas Core Rain Jacket - Team Dark Green,Adidas,Team Dark Green,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-013,Adidas Core Rain Jacket - Team Gold,Adidas,Team Gold,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-007,Adidas Core Rain Jacket - Team Maroon,Adidas,Team Maroon,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-008,Adidas Core Rain Jacket - Team Power Red,Adidas,Team Power Red,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-004,Adidas Core Rain Jacket - Team Royal Blue,Adidas,Team Royal Blue,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
GM2279-030,Adidas Core Rain Jacket - White/Black,Adidas,White/Black,Outerwear,55.00,27.50,"XS,S,M,L,XL,2XL",Adidas
A573-024,Adidas Full Zip Puffer Jacket - Bold Blue,Adidas,Bold Blue,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-015,Adidas Full Zip Puffer Jacket - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-033,Adidas Full Zip Puffer Jacket - Green/White,Adidas,Green/White,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-027,Adidas Full Zip Puffer Jacket - Grey Five,Adidas,Grey Five,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-022,Adidas Full Zip Puffer Jacket - Legend Ink,Adidas,Legend Ink,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-026,Adidas Full Zip Puffer Jacket - Medium Grey Heather,Adidas,Medium Grey Heather,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-003,Adidas Full Zip Puffer Jacket - Navy,Adidas,Navy,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-020,Adidas Full Zip Puffer Jacket - Night Grey,Adidas,Night Grey,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-010,Adidas Full Zip Puffer Jacket - Onix/Grey,Adidas,Onix/Grey,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-014,Adidas Full Zip Puffer Jacket - Team Collegiate Navy,Adidas,Team Collegiate Navy,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-011,Adidas Full Zip Puffer Jacket - Team Collegiate Purple,Adidas,Team Collegiate Purple,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-017,Adidas Full Zip Puffer Jacket - Team Forest Green,Adidas,Team Forest Green,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-009,Adidas Full Zip Puffer Jacket - Team Light Grey,Adidas,Team Light Grey,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-012,Adidas Full Zip Puffer Jacket - Team Orange,Adidas,Team Orange,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-018,Adidas Full Zip Puffer Jacket - Team Shock Pink,Adidas,Team Shock Pink,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A573-030,Adidas Full Zip Puffer Jacket - White/Black,Adidas,White/Black,Outerwear,105.00,52.50,"S,M,L,XL,2XL",Adidas
A572-028,Adidas Full Zip Puffer Vest - Black/White,Adidas,Black/White,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-021,Adidas Full Zip Puffer Vest - Carbon,Adidas,Carbon,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-016,Adidas Full Zip Puffer Vest - Collegiate Burgundy,Adidas,Collegiate Burgundy,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-003,Adidas Full Zip Puffer Vest - Navy,Adidas,Navy,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-029,Adidas Full Zip Puffer Vest - Navy/White,Adidas,Navy/White,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-020,Adidas Full Zip Puffer Vest - Night Grey,Adidas,Night Grey,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-010,Adidas Full Zip Puffer Vest - Onix/Grey,Adidas,Onix/Grey,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-032,Adidas Full Zip Puffer Vest - Red/White,Adidas,Red/White,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-014,Adidas Full Zip Puffer Vest - Team Collegiate Navy,Adidas,Team Collegiate Navy,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-013,Adidas Full Zip Puffer Vest - Team Gold,Adidas,Team Gold,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-019,Adidas Full Zip Puffer Vest - Team Kelly Green,Adidas,Team Kelly Green,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-007,Adidas Full Zip Puffer Vest - Team Maroon,Adidas,Team Maroon,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-012,Adidas Full Zip Puffer Vest - Team Orange,Adidas,Team Orange,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-008,Adidas Full Zip Puffer Vest - Team Power Red,Adidas,Team Power Red,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-018,Adidas Full Zip Puffer Vest - Team Shock Pink,Adidas,Team Shock Pink,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
A572-002,Adidas Full Zip Puffer Vest - White,Adidas,White,Outerwear,85.00,42.50,"S,M,L,XL,2XL",Adidas
EK0282-001,Adidas Heathered Quarter Zip - Black,Adidas,Black,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-024,Adidas Heathered Quarter Zip - Bold Blue,Adidas,Bold Blue,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-021,Adidas Heathered Quarter Zip - Carbon,Adidas,Carbon,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-016,Adidas Heathered Quarter Zip - Collegiate Burgundy,Adidas,Collegiate Burgundy,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-025,Adidas Heathered Quarter Zip - Dark Green,Adidas,Dark Green,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-015,Adidas Heathered Quarter Zip - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-027,Adidas Heathered Quarter Zip - Grey Five,Adidas,Grey Five,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-022,Adidas Heathered Quarter Zip - Legend Ink,Adidas,Legend Ink,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-026,Adidas Heathered Quarter Zip - Medium Grey Heather,Adidas,Medium Grey Heather,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-003,Adidas Heathered Quarter Zip - Navy,Adidas,Navy,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-029,Adidas Heathered Quarter Zip - Navy/White,Adidas,Navy/White,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-032,Adidas Heathered Quarter Zip - Red/White,Adidas,Red/White,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-031,Adidas Heathered Quarter Zip - Royal/White,Adidas,Royal/White,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-023,Adidas Heathered Quarter Zip - Scarlet,Adidas,Scarlet,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-011,Adidas Heathered Quarter Zip - Team Collegiate Purple,Adidas,Team Collegiate Purple,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-005,Adidas Heathered Quarter Zip - Team Collegiate Red,Adidas,Team Collegiate Red,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-006,Adidas Heathered Quarter Zip - Team Dark Green,Adidas,Team Dark Green,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-017,Adidas Heathered Quarter Zip - Team Forest Green,Adidas,Team Forest Green,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-013,Adidas Heathered Quarter Zip - Team Gold,Adidas,Team Gold,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-019,Adidas Heathered Quarter Zip - Team Kelly Green,Adidas,Team Kelly Green,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-009,Adidas Heathered Quarter Zip - Team Light Grey,Adidas,Team Light Grey,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-007,Adidas Heathered Quarter Zip - Team Maroon,Adidas,Team Maroon,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-008,Adidas Heathered Quarter Zip - Team Power Red,Adidas,Team Power Red,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
EK0282-030,Adidas Heathered Quarter Zip - White/Black,Adidas,White/Black,Outerwear,58.00,29.00,"S,M,L,XL,2XL",Adidas
A463H-001,Adidas Heathered Quarter Zip Pullover - Black,Adidas,Black,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
A463H-024,Adidas Heathered Quarter Zip Pullover - Bold Blue,Adidas,Bold Blue,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
A463H-025,Adidas Heathered Quarter Zip Pullover - Dark Green,Adidas,Dark Green,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
A463H-015,Adidas Heathered Quarter Zip Pullover - Dark Grey Heather,Adidas,Dark Grey Heather,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
A463H-027,Adidas Heathered Quarter Zip Pullover - Grey Five,Adidas,Grey Five,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
A463H-022,Adidas Heathered Quarter Zip Pullover - Legend Ink,Adidas,Legend Ink,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
A463H-003,Adidas Heathered Quarter Zip Pullover - Navy,Adidas,Navy,Outerwear,72.00,36.00,"S,M,L,XL,2XL",Adidas
